invoice_no,stock_code,description,category,quantity,invoice_date,unit_price_GBP,revenue_GBP,customer_id,country,current_stock,reorder_point,lead_time_days,stock_status
562320,S10004,LUNCH BAG RED RETROSPOT,Bags,3,2011-05-14,1.55,4.65,C14349,United Kingdom,154,86,9,Adequate
518358,S10004,LUNCH BAG RED RETROSPOT,Bags,2,2011-05-14,1.71,3.41,C10912,Germany,154,86,9,Adequate
581877,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,4,2011-05-14,3.24,12.96,C18172,Belgium,275,90,18,Adequate
566934,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,1,2011-05-14,4.39,4.39,C19380,United Kingdom,114,46,12,Adequate
582119,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,6,2011-05-14,2.86,17.17,C17873,United Kingdom,28,22,3,Adequate
562901,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2011-05-14,1.74,3.48,C18861,United Kingdom,163,71,12,Adequate
527937,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2011-05-14,1.16,4.66,C19103,United Kingdom,108,85,6,Adequate
534168,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,6,2011-05-14,2.99,17.95,C19771,United Kingdom,28,22,3,Adequate
548069,S10004,LUNCH BAG RED RETROSPOT,Bags,10,2011-05-14,1.57,15.71,C11722,United Kingdom,154,86,9,Adequate
512461,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2011-05-15,2.35,4.71,C17299,United Kingdom,188,34,9,Adequate
545306,S10004,LUNCH BAG RED RETROSPOT,Bags,3,2011-05-15,1.68,5.05,C14254,United Kingdom,154,86,9,Adequate
558846,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,36,2011-05-15,1.87,67.45,C15416,France,163,71,12,Adequate
523880,S10003,PARTY BUNTING,Party,8,2011-05-15,4.72,37.8,C19803,United Kingdom,229,56,6,Adequate
586026,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,48,2011-05-15,3.51,168.58,C18577,United Kingdom,275,90,18,Adequate
544524,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,24,2011-05-15,2.41,57.88,C15639,United Kingdom,188,34,9,Adequate
549664,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,6,2011-05-15,3.31,19.86,C15738,United Kingdom,275,90,18,Adequate
529115,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2011-05-16,1.74,3.48,C15159,United Kingdom,215,51,16,Adequate
571684,S10004,LUNCH BAG RED RETROSPOT,Bags,8,2011-05-16,1.58,12.64,C16760,United Kingdom,154,86,9,Adequate
544716,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,6,2011-05-16,4.0,24.03,C16461,United Kingdom,191,64,15,Adequate
558985,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,4,2011-05-16,4.35,17.39,C19785,United Kingdom,191,64,15,Adequate
555091,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,6,2011-05-16,4.59,27.53,C11350,United Kingdom,191,64,15,Adequate
537746,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2011-05-16,1.3,7.78,C17766,United Kingdom,237,65,5,Adequate
575904,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2011-05-16,1.16,4.65,C10173,United Kingdom,108,85,6,Adequate
538591,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2011-05-16,1.79,5.38,C18550,Spain,280,35,16,Adequate
591810,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,1,2011-05-16,3.56,3.56,C19881,United Kingdom,275,90,18,Adequate
543726,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,12,2011-05-16,1.35,16.19,C19001,United Kingdom,108,85,6,Adequate
571940,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,12,2011-05-16,1.87,22.45,C10942,Netherlands,280,35,16,Adequate
598783,S10012,HAND WARMER UNION JACK,Gifts,4,2011-05-16,1.8,7.19,C14529,United Kingdom,254,60,3,Adequate
550039,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,2,2011-05-16,4.1,8.2,C10428,United Kingdom,52,71,8,Low
577951,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2011-05-16,1.25,1.25,C11944,United Kingdom,108,85,6,Adequate
571168,S10004,LUNCH BAG RED RETROSPOT,Bags,1,2011-05-17,1.6,1.6,C12355,United Kingdom,154,86,9,Adequate
550226,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,1,2011-05-17,4.09,4.09,C19606,Australia,191,64,15,Adequate
574469,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,3,2011-05-17,2.3,6.91,C14373,United Kingdom,188,34,9,Adequate
557252,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2011-05-17,1.93,3.86,C13228,France,163,71,12,Adequate
539403,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2011-05-17,1.98,3.96,C17895,United Kingdom,280,35,16,Adequate
555456,S10012,HAND WARMER UNION JACK,Gifts,6,2011-05-17,1.79,10.74,C14263,France,254,60,3,Adequate
529953,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,36,2011-05-17,2.99,107.57,C15555,United Kingdom,189,53,4,Adequate
585414,S10012,HAND WARMER UNION JACK,Gifts,2,2011-05-17,1.9,3.8,C16513,Australia,254,60,3,Adequate
596149,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,3,2011-05-17,2.61,7.83,C14043,Netherlands,144,62,16,Adequate
515916,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,96,2011-05-17,2.36,226.76,C17679,United Kingdom,188,34,9,Adequate
548718,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,24,2011-05-17,3.3,79.27,C16522,United Kingdom,128,80,3,Adequate
514320,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2011-05-17,1.85,5.54,C10568,United Kingdom,280,35,16,Adequate
594604,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,2,2011-05-17,3.06,6.11,C18029,Netherlands,275,90,18,Adequate
512031,S10012,HAND WARMER UNION JACK,Gifts,2,2011-05-17,1.8,3.61,C16242,United Kingdom,254,60,3,Adequate
588431,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,2,2011-05-17,4.65,9.3,C12210,United Kingdom,114,46,12,Adequate
594816,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2011-05-17,1.76,5.27,C18025,France,215,51,16,Adequate
576435,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,3,2011-05-18,1.21,3.63,C15394,United Kingdom,108,85,6,Adequate
542495,S10002,JUMBO BAG RED RETROSPOT,Bags,8,2011-05-18,1.72,13.74,C17124,United Kingdom,215,51,16,Adequate
582597,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2011-05-18,2.2,4.4,C10343,Germany,188,34,9,Adequate
534949,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,8,2011-05-18,4.5,35.98,C12583,United Kingdom,191,64,15,Adequate
557188,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,2,2011-05-18,2.82,5.63,C16751,United Kingdom,28,22,3,Adequate
530563,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,4,2011-05-18,1.86,7.45,C13192,United Kingdom,280,35,16,Adequate
559633,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2011-05-18,1.28,7.65,C10153,United Kingdom,237,65,5,Adequate
518171,S10002,JUMBO BAG RED RETROSPOT,Bags,6,2011-05-18,1.67,10.0,C17249,United Kingdom,215,51,16,Adequate
575807,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,2,2011-05-18,4.23,8.45,C17444,United Kingdom,191,64,15,Adequate
513535,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,2,2011-05-18,3.18,6.36,C14221,United Kingdom,275,90,18,Adequate
530998,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2011-05-19,1.58,3.15,C15403,United Kingdom,215,51,16,Adequate
545842,S10002,JUMBO BAG RED RETROSPOT,Bags,4,2011-05-19,1.73,6.93,C17803,United Kingdom,215,51,16,Adequate
568160,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,1,2011-05-19,4.12,4.12,C11870,United Kingdom,191,64,15,Adequate
583715,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2011-05-19,1.24,4.97,C17958,United Kingdom,237,65,5,Adequate
542547,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,1,2011-05-19,1.71,1.71,C13252,United Kingdom,280,35,16,Adequate
588310,S10015,PINK CHERRY LIGHTS,Lighting,3,2011-05-19,7.25,21.75,C15940,United Kingdom,107,31,4,Adequate
527180,S10015,PINK CHERRY LIGHTS,Lighting,6,2011-05-19,6.49,38.95,C13547,United Kingdom,107,31,4,Adequate
583702,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2011-05-19,1.31,3.92,C13907,Netherlands,237,65,5,Adequate
550323,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2011-05-19,1.18,2.37,C19576,United Kingdom,237,65,5,Adequate
528918,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,6,2011-05-20,8.04,48.23,C17006,United Kingdom,196,86,18,Adequate
543704,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,8,2011-05-20,4.65,37.22,C17804,Germany,114,46,12,Adequate
569797,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2011-05-20,1.64,3.29,C11475,Australia,163,71,12,Adequate
553139,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2011-05-21,1.83,3.65,C14001,United Kingdom,163,71,12,Adequate
522793,S10002,JUMBO BAG RED RETROSPOT,Bags,6,2011-05-21,1.64,9.87,C19349,Spain,215,51,16,Adequate
516097,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,36,2011-05-21,3.72,133.97,C13934,United Kingdom,52,71,8,Low
586408,S10012,HAND WARMER UNION JACK,Gifts,2,2011-05-21,1.93,3.87,C14990,United Kingdom,254,60,3,Adequate
524571,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,6,2011-05-21,11.81,70.84,C14785,United Kingdom,90,78,17,Adequate
559603,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,12,2011-05-21,2.96,35.54,C13863,United Kingdom,128,80,3,Adequate
510273,S10012,HAND WARMER UNION JACK,Gifts,3,2011-05-21,1.96,5.87,C12520,United Kingdom,254,60,3,Adequate
592944,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,2,2011-05-21,3.25,6.5,C14100,United Kingdom,128,80,3,Adequate
586436,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,6,2011-05-21,3.95,23.72,C17733,United Kingdom,52,71,8,Low
534741,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,1,2011-05-21,2.46,2.46,C10777,United Kingdom,188,34,9,Adequate
565705,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,3,2011-05-21,3.57,10.71,C18412,United Kingdom,52,71,8,Low
584024,S10012,HAND WARMER UNION JACK,Gifts,2,2011-05-21,1.91,3.81,C19821,United Kingdom,254,60,3,Adequate
550624,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2011-05-21,2.4,4.8,C11541,United Kingdom,188,34,9,Adequate
567172,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2011-05-22,1.75,3.5,C15647,Australia,280,35,16,Adequate
569370,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,8,2011-05-22,2.42,19.33,C17739,United Kingdom,144,62,16,Adequate
523404,S10002,JUMBO BAG RED RETROSPOT,Bags,36,2011-05-22,1.51,54.25,C19156,United Kingdom,215,51,16,Adequate
519128,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,3,2011-05-22,2.5,7.5,C16055,United Kingdom,188,34,9,Adequate
570394,S10003,PARTY BUNTING,Party,1,2011-05-22,4.72,4.72,C16643,United Kingdom,229,56,6,Adequate
567439,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,8,2011-05-22,2.94,23.56,C16850,United Kingdom,28,22,3,Adequate
543338,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2011-05-22,1.24,4.95,C19185,United Kingdom,237,65,5,Adequate
525235,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,8,2011-05-22,2.81,22.49,C13520,United Kingdom,28,22,3,Adequate
564588,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,6,2011-05-22,3.93,23.56,C16388,United Kingdom,191,64,15,Adequate
582242,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,12,2011-05-23,1.41,16.9,C18453,United Kingdom,108,85,6,Adequate
541733,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2011-05-23,2.54,2.54,C14638,United Kingdom,144,62,16,Adequate
543534,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,2,2011-05-23,5.07,10.15,C13422,Germany,114,46,12,Adequate
511626,S10003,PARTY BUNTING,Party,3,2011-05-23,5.24,15.71,C12081,United Kingdom,229,56,6,Adequate
568176,S10004,LUNCH BAG RED RETROSPOT,Bags,4,2011-05-23,1.62,6.49,C10487,United Kingdom,154,86,9,Adequate
565472,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,24,2011-05-23,1.26,30.27,C19972,United Kingdom,237,65,5,Adequate
563862,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,12,2011-05-23,2.97,35.67,C13420,Spain,28,22,3,Adequate
587853,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,12,2011-05-23,3.0,36.04,C17613,United Kingdom,189,53,4,Adequate
548602,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,2,2011-05-23,3.95,7.89,C16613,United Kingdom,52,71,8,Low
573710,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,8,2011-05-23,3.64,29.1,C16437,United Kingdom,52,71,8,Low
581160,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2011-05-23,1.88,5.65,C14983,United Kingdom,280,35,16,Adequate
514606,S10012,HAND WARMER UNION JACK,Gifts,24,2011-05-23,1.92,46.19,C11782,Australia,254,60,3,Adequate
595445,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,2,2011-05-23,4.0,8.0,C17555,Australia,191,64,15,Adequate
580930,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2011-05-23,1.28,1.28,C10276,United Kingdom,108,85,6,Adequate
589969,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,10,2011-05-24,1.33,13.34,C19891,United Kingdom,108,85,6,Adequate
539659,S10003,PARTY BUNTING,Party,8,2011-05-24,4.74,37.9,C18689,United Kingdom,229,56,6,Adequate
563707,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,10,2011-05-24,12.29,122.91,C15362,United Kingdom,90,78,17,Adequate
541871,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2011-05-24,1.32,2.65,C18038,Australia,237,65,5,Adequate
584918,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,12,2011-05-24,2.5,30.06,C13928,United Kingdom,144,62,16,Adequate
522553,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,6,2011-05-24,3.22,19.34,C14454,United Kingdom,128,80,3,Adequate
582691,S10012,HAND WARMER UNION JACK,Gifts,6,2011-05-24,1.93,11.59,C12839,United Kingdom,254,60,3,Adequate
592303,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,4,2011-05-24,3.04,12.14,C10277,United Kingdom,28,22,3,Adequate
571272,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,8,2011-05-24,1.7,13.58,C14266,Australia,163,71,12,Adequate
512198,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,3,2011-05-25,1.32,3.96,C11519,United Kingdom,108,85,6,Adequate
515367,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,1,2011-05-25,3.59,3.59,C16832,United Kingdom,275,90,18,Adequate
592490,S10003,PARTY BUNTING,Party,4,2011-05-25,4.93,19.72,C14471,United Kingdom,229,56,6,Adequate
561794,S10012,HAND WARMER UNION JACK,Gifts,8,2011-05-25,2.03,16.26,C15137,United Kingdom,254,60,3,Adequate
564373,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,2,2011-05-25,5.02,10.04,C16443,Netherlands,114,46,12,Adequate
546499,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2011-05-25,1.49,2.97,C14204,Australia,215,51,16,Adequate
529372,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,6,2011-05-25,3.22,19.29,C19247,Belgium,275,90,18,Adequate
573249,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2011-05-25,1.11,2.22,C11465,United Kingdom,237,65,5,Adequate
568415,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2011-05-25,1.66,3.33,C11079,United Kingdom,163,71,12,Adequate
516474,S10012,HAND WARMER UNION JACK,Gifts,12,2011-05-25,1.74,20.86,C19955,United Kingdom,254,60,3,Adequate
559913,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2011-05-26,2.35,4.7,C12494,United Kingdom,188,34,9,Adequate
573192,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,3,2011-05-26,1.32,3.95,C16635,United Kingdom,108,85,6,Adequate
533786,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2011-05-26,2.51,7.53,C19080,United Kingdom,189,53,4,Adequate
537136,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2011-05-26,1.86,5.59,C18323,United Kingdom,280,35,16,Adequate
576463,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,3,2011-05-26,1.7,5.1,C19453,United Kingdom,163,71,12,Adequate
528528,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,24,2011-05-26,1.24,29.88,C10249,United Kingdom,108,85,6,Adequate
544566,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,6,2011-05-26,3.41,20.47,C11065,Germany,128,80,3,Adequate
586998,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2011-05-26,1.64,4.93,C10996,Netherlands,280,35,16,Adequate
586899,S10015,PINK CHERRY LIGHTS,Lighting,3,2011-05-26,6.67,20.01,C10230,United Kingdom,107,31,4,Adequate
550365,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,4,2011-05-26,1.99,7.97,C19019,United Kingdom,280,35,16,Adequate
563399,S10003,PARTY BUNTING,Party,1,2011-05-26,4.65,4.65,C10403,Netherlands,229,56,6,Adequate
523892,S10012,HAND WARMER UNION JACK,Gifts,24,2011-05-26,2.0,48.1,C14076,United Kingdom,254,60,3,Adequate
588549,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,2,2011-05-27,1.16,2.32,C13963,United Kingdom,108,85,6,Adequate
522451,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,6,2011-05-27,1.15,6.93,C13452,United Kingdom,108,85,6,Adequate
592370,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,8,2011-05-27,3.23,25.83,C18046,United Kingdom,275,90,18,Adequate
535393,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,10,2011-05-27,1.32,13.21,C17956,United Kingdom,237,65,5,Adequate
563732,S10004,LUNCH BAG RED RETROSPOT,Bags,2,2011-05-27,1.6,3.21,C14222,France,154,86,9,Adequate
582121,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,2011-05-27,1.72,6.88,C15764,United Kingdom,163,71,12,Adequate
540693,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,1,2011-05-27,2.46,2.46,C18431,United Kingdom,188,34,9,Adequate
546653,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,10,2011-05-27,2.44,24.43,C17717,United Kingdom,188,34,9,Adequate
594467,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,4,2011-05-28,13.56,54.25,C16713,United Kingdom,90,78,17,Adequate
562184,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,2,2011-05-28,3.06,6.13,C18879,United Kingdom,28,22,3,Adequate
562891,S10002,JUMBO BAG RED RETROSPOT,Bags,8,2011-05-28,1.56,12.45,C18554,United Kingdom,215,51,16,Adequate
527593,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2011-05-28,2.71,8.14,C14269,United Kingdom,189,53,4,Adequate
588311,S10003,PARTY BUNTING,Party,1,2011-05-28,5.38,5.38,C14950,United Kingdom,229,56,6,Adequate
522511,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,3,2011-05-28,2.49,7.47,C12304,United Kingdom,188,34,9,Adequate
530406,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,2,2011-05-28,1.16,2.31,C12147,United Kingdom,108,85,6,Adequate
566819,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,36,2011-05-28,1.57,56.47,C12534,United Kingdom,163,71,12,Adequate
560136,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,3,2011-05-28,3.96,11.88,C19563,United Kingdom,52,71,8,Low
574349,S10002,JUMBO BAG RED RETROSPOT,Bags,4,2011-05-28,1.71,6.83,C12592,United Kingdom,215,51,16,Adequate
555156,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,24,2011-05-28,2.43,58.38,C13437,United Kingdom,144,62,16,Adequate
521005,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,3,2011-05-28,2.65,7.94,C15271,Australia,144,62,16,Adequate
524199,S10004,LUNCH BAG RED RETROSPOT,Bags,3,2011-05-28,1.78,5.35,C12629,Belgium,154,86,9,Adequate
553439,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2011-05-28,1.98,3.97,C16797,United Kingdom,280,35,16,Adequate
514644,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,24,2011-05-28,4.09,98.26,C18287,United Kingdom,52,71,8,Low
585263,S10004,LUNCH BAG RED RETROSPOT,Bags,10,2011-05-29,1.7,16.96,C18530,United Kingdom,154,86,9,Adequate
520629,S10004,LUNCH BAG RED RETROSPOT,Bags,2,2011-05-29,1.64,3.27,C19669,United Kingdom,154,86,9,Adequate
549122,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2011-05-29,1.22,3.67,C11107,United Kingdom,237,65,5,Adequate
552879,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,24,2011-05-29,1.69,40.52,C17640,United Kingdom,163,71,12,Adequate
580741,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,4,2011-05-29,3.24,12.97,C14220,United Kingdom,275,90,18,Adequate
548392,S10004,LUNCH BAG RED RETROSPOT,Bags,4,2011-05-29,1.62,6.48,C12387,United Kingdom,154,86,9,Adequate
588586,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,6,2011-05-29,4.03,24.19,C10650,United Kingdom,52,71,8,Low
598271,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,8,2011-05-29,2.34,18.76,C15628,United Kingdom,144,62,16,Adequate
551945,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,24,2011-05-29,1.56,37.44,C16815,United Kingdom,163,71,12,Adequate
596787,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,10,2011-05-29,3.07,30.73,C11436,United Kingdom,28,22,3,Adequate
521151,S10004,LUNCH BAG RED RETROSPOT,Bags,24,2011-05-29,1.62,38.91,C13357,United Kingdom,154,86,9,Adequate
575331,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,10,2011-05-29,2.3,23.04,C13157,Australia,144,62,16,Adequate
529056,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2011-05-30,2.54,2.54,C14234,United Kingdom,144,62,16,Adequate
537922,S10004,LUNCH BAG RED RETROSPOT,Bags,1,2011-05-30,1.63,1.63,C19171,Australia,154,86,9,Adequate
550539,S10003,PARTY BUNTING,Party,12,2011-05-30,4.84,58.12,C10703,United Kingdom,229,56,6,Adequate
587176,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,2011-05-30,1.75,1.75,C16053,United Kingdom,163,71,12,Adequate
525489,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,10,2011-05-30,1.73,17.27,C11211,United Kingdom,280,35,16,Adequate
554929,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,10,2011-05-30,1.25,12.51,C19606,United Kingdom,108,85,6,Adequate
557703,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,3,2011-05-30,3.75,11.25,C14998,United Kingdom,52,71,8,Low
548645,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2011-05-30,2.76,8.27,C18131,Germany,189,53,4,Adequate
594826,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,2,2011-05-30,3.1,6.19,C17459,United Kingdom,275,90,18,Adequate
535071,S10004,LUNCH BAG RED RETROSPOT,Bags,1,2011-05-30,1.61,1.61,C11061,United Kingdom,154,86,9,Adequate
532906,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,8,2011-05-30,1.25,10.01,C11059,United Kingdom,237,65,5,Adequate
530835,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,2011-05-30,1.74,1.74,C18306,Germany,163,71,12,Adequate
591291,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,24,2011-05-30,3.7,88.87,C18705,United Kingdom,128,80,3,Adequate
596453,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2011-05-31,1.3,2.6,C18502,United Kingdom,237,65,5,Adequate
546827,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,10,2011-05-31,1.28,12.79,C19981,United Kingdom,237,65,5,Adequate
551787,S10004,LUNCH BAG RED RETROSPOT,Bags,1,2011-05-31,1.75,1.75,C10844,United Kingdom,154,86,9,Adequate
566860,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,2011-05-31,1.66,6.66,C13259,United Kingdom,163,71,12,Adequate
596624,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,3,2011-05-31,2.75,8.24,C14120,United Kingdom,144,62,16,Adequate
579680,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2011-05-31,1.74,1.74,C18973,United Kingdom,215,51,16,Adequate
594087,S10003,PARTY BUNTING,Party,6,2011-05-31,4.84,29.04,C17407,United Kingdom,229,56,6,Adequate
524608,S10004,LUNCH BAG RED RETROSPOT,Bags,24,2011-05-31,1.81,43.41,C15512,United Kingdom,154,86,9,Adequate
533658,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2011-05-31,1.28,1.28,C10674,France,237,65,5,Adequate
556943,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2011-05-31,1.88,3.75,C19476,United Kingdom,163,71,12,Adequate
519011,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,8,2011-05-31,1.27,10.15,C14331,United Kingdom,237,65,5,Adequate
